0.01,-20.466
0.02,-1.6289
0.03,3.3613
0.04,2.4927
0.05,2.4965
0.06,46.424
0.07,28.544
0.08,7.5521
0.09,6.1977
0.1,5.3564
0.11,2.6897
0.12,0.89068
0.13,0.70969
0.14,0.71396
0.15,0.20756
0.16,-0.17313
0.17,0.063213
0.18,0.0003725
0.19,-43.026
0.2,-37.028
0.21,-10.5
0.22,-3.1323
0.23,-2.2545
0.24,-1.2479
0.25,0.74641
0.26,1.8641
0.27,2.3033
0.28,2.6592
0.29,2.8648
0.3,3.6434
0.31,46.87
0.32,35.902
0.33,12.929
0.34,8.3022
0.35,6.7184
0.36,5.1628
0.37,3.1458
0.38,2.189
0.39,2.2857
0.4,2.403
0.41,2.6434
0.42,2.6752
0.43,2.7213
0.44,2.6559
0.45,2.6145
0.46,-39.97
0.47,-30.432
0.48,-9.9856
0.49,-4.9778
0.5,-2.2857
0.51,-1.3515
0.52,0.27287
0.53,1.6008
0.54,2.4631
0.55,2.8279
0.56,2.5893
0.57,2.7057
0.58,45.999
0.59,35.725
0.6,16.449
0.61,11.485
0.62,8.3558
0.63,6.4806
0.64,5.7493
0.65,4.4756
0.66,3.3673
0.67,3.7682
0.68,4.7441
0.69,4.7163
0.7,4.6103
0.71,5.2915
0.72,4.9367
0,0
0,0
0.20756,0
0,0
0,0
0,0
0,0
-0.17313,0
0,0
0,0
0,0
0,0
0.063213,0
0,0
0,0
0,0
0,0
0.0003725,0
0,0
0,0
0,0
0,0
-43.026,0
0,0
0,0
0,0
0,0
-37.028,0
0,0
0,0
0,0
0,0
-10.5,0
0,0
0,0
0,0
0,0
-3.1323,0
0,0
0,0
0,0
0,0
-2.2545,0
0,0
0,0
0,0
0,0
-1.2479,0
0,0
0,0
0,0
0,0
0.74641,0
0,0
0,0
0,0
0,0
1.8641,0
0,0
0,0
0,0
0,0
2.3033,0
0,0
0,0
0,0
0,0
2.6592,0
0,0
0,0
0,0
0,0
2.8648,0
0,0
0,0
0,0
0,0
3.6434,0
0,0
0,0
0,0
0,0
46.87,0
0,0
0,0
0,0
0,0
35.902,0
0,0
0,0
0,0
0,0
12.929,0
0,0
0,0
0,0
0,0
8.3022,0
0,0
0,0
0,0
0,0
6.7184,0
0,0
0,0
0,0
0,0
5.1628,0
0,0
0,0
0,0
0,0
3.1458,0
0,0
0,0
0,0
0,0
2.189,0
0,0
0,0
0,0
0,0
2.2857,0
0,0
0,0
0,0
0,0
2.403,0
0,0
0,0
0,0
0,0
2.6434,0
0,0
0,0
0,0
0,0
2.6752,0
0,0
0,0
0,0
0,0
2.7213,0
0,0
0,0
0,0
0,0
2.6559,0
0,0
0,0
0,0
0,0
2.6145,0
0,0
0,0
0,0
0,0
-39.97,0
0,0
0,0
0,0
0,0
-30.432,0
0,0
0,0
0,0
0,0
-9.9856,0
0,0
0,0
0,0
0,0
-4.9778,0
0,0
0,0
0,0
0,0
-2.2857,0
0,0
0,0
0,0
0,0
-1.3515,0
0,0
0,0
0,0
0,0
0.27287,0
0,0
0,0
0,0
0,0
1.6008,0
0,0
0,0
0,0
0,0
2.4631,0
0,0
0,0
0,0
0,0
2.8279,0
0,0
0,0
0,0
0,0
2.5893,0
0,0
0,0
0,0
0,0
2.7057,0
0,0
0,0
0,0
0,0
45.999,0
0,0
0,0
0,0
0,0
35.725,0
0,0
0,0
0,0
0,0
16.449,0
0,0
0,0
0,0
0,0
11.485,0
0,0
0,0
0,0
0,0
8.3558,0
0,0
0,0
0,0
0,0
6.4806,0
0,0
0,0
0,0
0,0
5.7493,0
0,0
0,0
0,0
0,0
4.4756,0
0,0
0,0
0,0
0,0
3.3673,0
0,0
0,0
0,0
0,0
3.7682,0
0,0
0,0
0,0
0,0
4.7441,0
0,0
0,0
0,0
0,0
4.7163,0
0,0
0,0
0,0
0,0
4.6103,0
0,0
0,0
0,0
0,0
5.2915,0
0,0
0,0
0,0
0,0
4.9367,0
0,0
0,0
0,0
0,0
